"Prima di avviare un motore entrobordo a benzina, qual è la prima operazione da compiere?",aprire i rubinetti del circuito di raffreddamento a ciclo chiuso.,far aerare il vano motore.,verificare che le candele siano ben inserite.,far aerare il vano motore.
"Il principale problema, in termini di sicurezza, di un motore a benzina è:",l'accumulo di vapori di benzina nel vano motore.,la minore volatilità della benzina rispetto al gasolio.,le esalazioni di vapori di benzina dal tubo di scarico.,l'accumulo di vapori di benzina nel vano motore.
Cosa può determinare il danneggiamento della girante del circuito di raffreddamento di un motore fuoribordo?,la miscela troppo ricca.,il funzionamento del fuoribordo quando la sua presa d'acqua si trova al di fuori del livello dell'acqua.,la percentuale di aria nella miscela bassa.,il funzionamento del fuoribordo quando la sua presa d'acqua si trova al di fuori del livello dell'acqua.
Un impianto di aerazione forzata nel vano che alloggia il motore entrobordo diesel di un'unità da diporto:,è sconsigliato.,è obbligatorio.,"non è obbligatorio, ma è consigliato.","non è obbligatorio, ma è consigliato."
Quali sono le fasi di un motore a combustione interna a quattro tempi?,"depressione, alimentazione, iniezione, espansione.",attiva e passiva.,"aspirazione, compressione, scoppio, scarico.","aspirazione, compressione, scoppio, scarico."
Ho necessità di invertire la rotazione dell'elica: è necessario invertire la rotazione del motore?,no; l'inversione della rotazione dell'elica si ottiene azionando l'apposita leva del sistema riduttore/invertitore.,sì; azionando l'apposita leva avviene automaticamente l'inversione del senso di rotazione del motore.,solo nei motori non muniti del  sistema riduttore/invertitore  occorre invertire il senso di rotazione del motore.,no; l'inversione della rotazione dell'elica si ottiene azionando l'apposita leva del sistema riduttore/invertitore.
"In generale, la causa più comune in base alla quale un motore entrobordo si surriscalda avviene quando:",la presa a mare della pompa dell'acqua si è occlusa.,la pompa di iniezione si è rotta.,si è sporcato il filtro dell'olio.,la presa a mare della pompa dell'acqua si è occlusa.
"Un motore ""entrofuoribordo"" è un motore:",esterno allo scafo con organi di trasmissione interni.,entrobordo con gli organi di trasmissione riuniti in un piede fuoribordo applicato alla poppa.,"fuoribordo, che ha un apposito pozzetto interno per alloggiare la testa.",entrobordo con gli organi di trasmissione riuniti in un piede fuoribordo applicato alla poppa.
"Con il termine ""spurgare"", riferito a un sistema d'alimentazione di un motore diesel, s'intende:",pulire i filtri del gasolio.,eliminare tutta l'aria presente nel circuito di alimentazione carburante prima di riaccendere il motore.,svuotare tutto il gasolio presente nel sistema prima di riempire il serbatoio.,eliminare tutta l'aria presente nel circuito di alimentazione carburante prima di riaccendere il motore.
"Escludendo problemi all'elica, se un motore diesel ""perde colpi e cala di giri"" e vi è carburante in quantità sufficiente; cos'è successo?",si è ostruita la presa a mare.,si è intasato il filtro dell'olio.,nel serbatoio è presente carburante sporco.,nel serbatoio è presente carburante sporco.
Il sistema propulsivo di una barca a motore è dato:,dal timone e i suoi accessori.,dalle vele.,dal motore e dall'elica.,dal motore e dall'elica.
Lo scambiatore di calore in un motore marino entrobordo:,permette il raffreddamento dell'asse portaelica dell'unità mediante acqua pompata dall'esterno.,fa parte del circuito diretto di raffreddamento del motore salpancora.,serve per raffreddare il fluido presente nel circuito chiuso mediante l'acqua di mare.,serve per raffreddare il fluido presente nel circuito chiuso mediante l'acqua di mare.
"Com'è denominato quell'organo del motore marino che permette di alternare le fasi di moto ""marcia avanti - folle - marcia indietro""?",giunto cardanico.,astuccio.,invertitore.,invertitore.
Nell'impianto elettrico di un motore marino diesel:,tutte le candele ricevono nello stesso istante l'impulso elettrico dallo spinterogeno.,"una volta avviato il motore, questo non funziona staccando la batteria.",la batteria è elemento essenziale per l'avviamento.,la batteria è elemento essenziale per l'avviamento.
In un motore a 4 tempi quanti giri descrive l’albero motore per effettuare un ciclo completo?,due giri.,quattro giri.,otto giri.,due giri.
Riguardo al ciclo di funzionamento di un motore a 4 tempi:,consiste in 4 giri dell’albero motore.,consiste in 1 giro dell’albero motore.,consiste in 4 corse del pistone e 2 giri dell’albero motore.,consiste in 4 corse del pistone e 2 giri dell’albero motore.
Nell’impianto elettrico di un motore marino:,il motorino di avviamento non necessita  di  alimentazione dalla  batteria.,il sistema di accensione esiste solo nei motori a scoppio.,la batteria non è un accumulatore di energia elettrica.,il sistema di accensione esiste solo nei motori a scoppio.
"Se un motore a benzina gira ma non parte, la causa potrebbe essere:",il carburatore è ingolfato.,la batteria è scarica.,c’è aria nel circuito di raffreddamento.,il carburatore è ingolfato.
"Se il motore picchia in testa, le cause dirette possono essere:",il sistema di iniezione è otturato.,gli iniettori sono fuori taratura.,presenza di incrostazioni o anomalie nel circuito di raffreddamento.,gli iniettori sono fuori taratura.
"Se girando la chiave d'avviamento il motore diesel gira ma non parte, le cause dirette possono essere:",il motorino di avviamento è andato in cortocircuito.,l'anticipo dell'accensione o dell'iniezione è sfasato.,vi è presenza di aria nel circuito del carburante.,vi è presenza di aria nel circuito del carburante.
Il motore dell'unità è in marcia quando si ferma all’improvviso; le cause dirette possono essere:,il motorino di avviamento è difettoso (motore a scoppio).,la presa a mare è chiusa o intasata.,l'asse portaelica si è bloccato con l’invertitore ingranato.,l'asse portaelica si è bloccato con l’invertitore ingranato.
"Il motore, se in folle, rimane acceso e, se in marcia, si ferma. Perchè?",l'elica si è rotta.,il carburatore è sporco.,l'elica si è bloccata.,l'elica si è bloccata.
Il motore entrobordo non si mette in moto e le luci sul pannello si spengono al momento dell'avviamento: la causa potrebbe essere:,presenza di acqua nel circuito di alimentazione.,il carburatore o gli iniettori sono  sporchi.,le batterie sono completamente scariche.,le batterie sono completamente scariche.
La linea d’asse è:,quella linea longitudinale solitamente chiamata carena.,un insieme di organi meccanici che trasmette il movimento all'elica.,la linea che divide l’opera viva e l’opera morta.,un insieme di organi meccanici che trasmette il movimento all'elica.
Il motore diesel si spegne subito dopo l'accensione; la causa può  essere:,presenza di aria nella pompa di iniezione.,i cilindri sono ovalizzati.,il combustibile è di qualità scadente.,presenza di aria nella pompa di iniezione.
Quale può essere la causa più probabile in base alla quale un motore entrobordo emette fumo azzurro dallo scarico?,l'elica è parzialmente frenata.,c'è acqua nel circuito di alimentazione.,l'olio lubrificante è entrato nella camera di scoppio.,l'olio lubrificante è entrato nella camera di scoppio.
Quale può essere la causa più probabile in base alla quale un motore entrobordo emette fumo nero dallo scarico?,i cilindri sono ovalizzati.,"carburante sporco, filtro aria o filtro carburante sporchi, carburatore sporco o danneggiato.",la pressione dell'olio è troppo elevata.,"carburante sporco, filtro aria o filtro carburante sporchi, carburatore sporco o danneggiato."
Qual è la funzione dell’iniettore in un motore diesel?,nebulizzare il gasolio per farlo bruciare   rapidamente.,inviare corrente elettrica alle candele perchè scocchino la scintilla.,pescare il carburante dal serbatoio.,nebulizzare il gasolio per farlo bruciare   rapidamente.
Qual è l'ulteriore percentuale di carburante che è consigliabile da mantenere a bordo per garantire una navigazione in sicurezza?,30%.,5%.,percentuale variabile a seconda della densità del carburante.,30%.
"Quanto carburante devo avere a bordo, incluso l'incremento  del 30% di sicurezza, per percorrere 10 miglia alla velocità di 5 nodi, sapendo che il consumo orario è di 50 litri/ora?",almeno 120 litri.,almeno 130 litri.,almeno 140 litri.,almeno 130 litri.
"Un motore fuoribordo 2 tempi a scoppio consuma 300 gr. per ogni cavallo per ogni ora di moto. Ipotizzando un peso specifico di 0,75 Kg ogni litro, a quanto ammonta il consumo medio di carburante del suddetto motore fuoribordo 2 tempi a scoppio di 80 Hp?",32 litri orari.,22 litri orari.,38 litri orari.,32 litri orari.
"Relativamente all'autonomia di navigazione di un'imbarcazione da diporto, è possibile affermare che:",un motore allo stesso regime eroga sempre una potenza diversa.,il consumo specifico di un motore di un'unità da diporto va calcolato in grammi (o litri) al  secondo.,"se non è noto il consumo orario, si può calcolare l'autonomia oraria conoscendo  la potenza HP erogata e il peso specifico del carburante impiegato.","se non è noto il consumo orario, si può calcolare l'autonomia oraria conoscendo  la potenza HP erogata e il peso specifico del carburante impiegato."
"Circa i consumi e all'autonomia di navigazione, si può affermare che:",autonomia oraria = consumo orario : carburante disponibile.,"con mare mosso, a parità di velocità diminuisce l'autonomia in miglia.",per calcolare l'autonomia oraria bisogna conoscere l'autonomia in miglia.,"con mare mosso, a parità di velocità diminuisce l'autonomia in miglia."
"Quale calcolo della quantità di carburante più riserva (S = spazio, V = velocità, C = consumo l/h, RIS = riserva, Q = quantità carburante in litri) è corretta?",S = 20 Miglia  C = 20 litri/h V = 10 Nodi  Q = 26 litri.,"S = 15 Miglia  C = 15 litri/h V = 15 Nodi  Q = 19,5 litri.",S = 8 Miglia    C = 20 litri/h V = 15 Nodi  Q = 25 litri.,"S = 15 Miglia  C = 15 litri/h V = 15 Nodi  Q = 19,5 litri."
"Quale calcolo della quantità di carburante incluso l'incremento del 30% di sicurezza (S = spazio, V = velocità, C = consumo l/h, RIS = riserva, Q = quantità carburante in litri) è corretto?","S = 10 Miglia  C = 15 litri/h V = 15 Nodi  Q = 19,5 litri.",S = 4 Miglia    C = 10 litri/h V = 7 Nodi    Q = 15 litri.,"S = 10 Miglia  C = 10 litri/h V = 10 Nodi  Q = 13,0 litri.","S = 10 Miglia  C = 10 litri/h V = 10 Nodi  Q = 13,0 litri."
Il dato del consumo di un motore:,corrisponde al calcolo di miglia nautiche percorse in relazione alla quantità di carburante erogata dal motore.,"è indicato sulla licenza di navigazione nel caso di unità da diporto che non
siano immatricolate.",corrisponde al consumo litri orario a potenza massima erogata dal motore dell'unità da diporto.,corrisponde al consumo litri orario a potenza massima erogata dal motore dell'unità da diporto.
Il calcolo del consumo di carburante si effettua:,moltiplicando il consumo orario per la durata della navigazione effettivamente svolta (consumo x tempo).,"moltiplicando la distanza per il consumo orario (spazio x
…. litri/ora).",dividendo il consumo orario per la durata della navigazione effettivamente svolta (consumo : tempo).,moltiplicando il consumo orario per la durata della navigazione effettivamente svolta (consumo x tempo).
